Time	Filtered_Annual	Fitted_Annual	Residual	Anomaly
20130511	-274.588	-227.653	-46.935	0
20130512	-267.715	-223.133	-44.582	0
20130513	-260.954	-218.543	-42.411	0
20130514	-254.057	-213.884	-40.173	0
20130515	-246.914	-209.156	-37.757	0
20130516	-239.529	-204.361	-35.168	0
20130517	-231.791	-199.498	-32.294	0
20130518	-223.944	-194.569	-29.376	0
20130519	-216.156	-189.575	-26.582	0
20130520	-208.256	-184.517	-23.739	0
20130521	-200.264	-179.397	-20.867	0
20130522	-192.287	-174.215	-18.071	0
20130523	-184.351	-168.974	-15.377	0
20130524	-176.529	-163.674	-12.855	0
20130525	-168.904	-158.318	-10.586	0
20130526	-161.376	-152.906	-8.469	0
20130527	-153.901	-147.440	-6.461	0
20130528	-146.580	-141.922	-4.658	0
20130529	-139.426	-136.352	-3.074	0
20130530	-132.469	-130.734	-1.736	0
20130531	-125.763	-125.069	-0.694	0
20130601	-119.301	-119.361	0.059	0
20130602	-113.099	-113.611	0.512	0
20130603	-107.221	-107.822	0.601	0
20130604	-101.710	-101.996	0.286	0
20130605	-96.589	-96.138	-0.452	0
20130606	-91.900	-90.248	-1.652	0
20130607	-87.296	-84.330	-2.966	0
20130608	-82.520	-78.383	-4.136	0
20130609	-77.624	-72.410	-5.214	0
20130610	-72.458	-66.412	-6.046	0
20130611	-67.170	-60.390	-6.780	0
20130612	-61.883	-54.347	-7.536	0
20130613	-56.338	-48.284	-8.054	0
20130614	-50.467	-42.202	-8.266	0
20130615	-44.577	-36.103	-8.474	0
20130616	-38.813	-29.990	-8.823	0
20130617	-33.146	-23.866	-9.280	0
20130618	-27.702	-17.733	-9.969	0
20130619	-22.200	-11.593	-10.607	0
20130620	-16.435	-5.449	-10.986	0
20130621	-10.609	0.698	-11.307	0
20130622	-4.701	6.845	-11.546	0
20130623	1.425	12.991	-11.565	0
20130624	7.804	19.133	-11.329	0
20130625	14.520	25.268	-10.748	0
20130626	21.676	31.397	-9.721	0
20130627	29.152	37.516	-8.364	0
20130628	36.900	43.623	-6.722	0
20130629	45.042	49.716	-4.674	0
20130630	53.594	55.793	-2.199	0
20130701	62.604	61.855	0.748	0
20130702	72.141	67.901	4.240	0
20130703	82.198	73.929	8.269	0
20130704	92.803	79.941	12.862	0
20130705	104.029	85.934	18.095	0
20130706	115.929	91.910	24.019	0
20130707	128.537	97.868	30.669	0
20130708	141.906	103.809	38.097	0
20130709	155.270	109.729	45.541	0
20130710	168.050	115.627	52.423	0
20130711	180.321	121.500	58.821	0
20130712	191.718	127.344	64.374	0
20130713	202.537	133.157	69.380	0
20130714	213.005	138.937	74.068	0
20130715	222.532	144.682	77.850	0
20130716	230.939	150.387	80.552	1
20130717	238.842	156.047	82.795	1
20130718	246.518	161.661	84.857	1
20130719	253.868	167.224	86.644	1
20130720	261.123	172.733	88.389	1
20130721	267.637	178.184	89.452	1
20130722	272.929	183.572	89.357	1
20130723	277.394	188.891	88.504	1
20130724	280.941	194.136	86.805	1
20130725	284.086	199.305	84.781	1
20130726	287.367	204.396	82.971	1
20130727	290.537	209.407	81.130	1
20130728	293.773	214.334	79.439	0
20130729	297.022	219.174	77.847	0
20130730	300.156	223.925	76.231	0
20130731	303.549	228.584	74.966	0
20130801	307.360	233.149	74.211	0
20130802	310.841	237.622	73.219	0
20130803	313.556	242.001	71.555	0
20130804	315.630	246.284	69.346	0
20130805	316.774	250.472	66.303	0
20130806	317.522	254.563	62.959	0
20130807	318.288	258.559	59.729	0
20130808	318.585	262.462	56.123	0
20130809	318.407	266.270	52.137	0
20130810	318.311	269.984	48.327	0
20130811	318.556	273.604	44.952	0
20130812	319.266	277.131	42.135	0
20130813	320.761	280.567	40.194	0
20130814	322.647	283.915	38.732	0
20130815	324.702	287.177	37.525	0
20130816	327.369	290.356	37.013	0
20130817	330.717	293.453	37.265	0
20130818	334.620	296.466	38.154	0
20130819	339.120	299.397	39.724	0
20130820	344.200	302.244	41.956	0
20130821	349.808	305.006	44.802	0
20130822	356.293	307.685	48.608	0
20130823	363.886	310.279	53.607	0
20130824	372.508	312.788	59.720	0
20130825	382.271	315.213	67.058	0
20130826	392.166	317.555	74.611	0
20130827	401.390	319.813	81.577	1
20130828	410.134	321.987	88.147	1
20130829	417.959	324.076	93.884	1
20130830	425.225	326.075	99.150	1
20130831	432.246	327.985	104.261	1
20130901	438.269	329.802	108.468	1
20130902	443.066	331.523	111.542	1
20130903	447.574	333.149	114.425	1
20130904	452.252	334.679	117.573	1
20130905	456.976	336.112	120.864	1
20130906	462.113	337.448	124.666	1
20130907	466.807	338.687	128.120	1
20130908	470.419	339.827	130.592	1
20130909	473.562	340.867	132.695	1
20130910	476.161	341.806	134.355	1
20130911	478.564	342.642	135.923	1
20130912	481.254	343.374	137.880	1
20130913	483.946	344.001	139.946	1
20130914	486.726	344.522	142.205	1
20130915	489.706	344.936	144.770	1
20130916	492.859	345.244	147.615	1
20130917	496.428	345.444	150.984	1
20130918	500.575	345.538	155.037	1
20130919	504.595	345.527	159.068	1
20130920	508.045	345.411	162.634	1
20130921	511.086	345.193	165.894	1
20130922	513.461	344.871	168.589	1
20130923	515.616	344.448	171.167	1
20130924	517.919	343.925	173.994	1
20130925	519.922	343.305	176.618	1
20130926	521.604	342.587	179.017	1
20130927	522.993	341.774	181.219	1
20130928	523.954	340.865	183.089	1
20130929	524.589	339.860	184.728	1
20130930	524.929	338.762	186.167	1
20131001	524.754	337.572	187.182	1
20131002	523.949	336.291	187.658	1
20131003	522.522	334.921	187.601	1
20131004	520.386	333.462	186.924	1
20131005	517.756	331.912	185.844	1
20131006	514.796	330.271	184.526	1
20131007	511.383	328.536	182.847	1
20131008	507.563	326.708	180.855	1
20131009	503.208	324.785	178.424	1
20131010	498.186	322.764	175.422	1
20131011	492.614	320.645	171.970	1
20131012	486.487	318.425	168.062	1
20131013	480.152	316.106	164.046	1
20131014	473.926	313.689	160.237	1
20131015	467.758	311.176	156.582	1
20131016	461.819	308.568	153.251	1
20131017	456.036	305.864	150.172	1
20131018	450.343	303.065	147.278	1
20131019	445.026	300.171	144.855	1
20131020	440.204	297.183	143.021	1
20131021	435.501	294.104	141.397	1
20131022	430.727	290.934	139.792	1
20131023	425.973	287.675	138.299	1
20131024	421.113	284.326	136.788	1
20131025	416.514	280.889	135.625	1
20131026	412.464	277.368	135.095	1
20131027	408.729	273.765	134.964	1
20131028	405.360	270.080	135.281	1
20131029	402.014	266.314	135.699	1
20131030	398.338	262.467	135.871	1
20131031	394.478	258.538	135.940	1
20131101	390.304	254.527	135.777	1
20131102	385.866	250.435	135.432	1
20131103	381.249	246.261	134.988	1
20131104	376.196	242.006	134.190	1
20131105	370.600	237.669	132.931	1
20131106	364.952	233.253	131.699	1
20131107	359.533	228.760	130.773	1
20131108	354.260	224.193	130.067	1
20131109	349.323	219.555	129.768	1
20131110	344.361	214.847	129.514	1
20131111	339.095	210.071	129.024	1
20131112	333.844	205.230	128.615	1
20131113	328.607	200.325	128.282	1
20131114	323.305	195.359	127.945	1
20131115	317.987	190.335	127.653	1
20131116	312.562	185.253	127.309	1
20131117	306.963	180.115	126.848	1
20131118	301.358	174.926	126.432	1
20131119	295.825	169.687	126.138	1
20131120	290.302	164.402	125.900	1
20131121	284.823	159.073	125.749	1
20131122	279.259	153.700	125.559	1
20131123	273.499	148.284	125.215	1
20131124	267.605	142.826	124.780	1
20131125	261.543	137.325	124.219	1
20131126	255.336	131.783	123.554	1
20131127	249.024	126.199	122.824	1
20131128	242.531	120.575	121.956	1
20131129	235.836	114.911	120.926	1
20131130	229.124	109.208	119.916	1
20131201	222.512	103.469	119.043	1
20131202	215.986	97.696	118.290	1
20131203	209.632	91.890	117.742	1
20131204	203.346	86.053	117.293	1
20131205	197.053	80.185	116.868	1
20131206	190.887	74.288	116.599	1
20131207	184.871	68.363	116.508	1
20131208	178.899	62.414	116.485	1
20131209	172.933	56.441	116.492	1
20131210	166.970	50.448	116.523	1
20131211	160.964	44.435	116.528	1
20131212	155.034	38.406	116.627	1
20131213	149.262	32.364	116.899	1
20131214	143.576	26.311	117.266	1
20131215	137.991	20.249	117.742	1
20131216	132.463	14.180	118.284	1
20131217	126.938	8.105	118.832	1
20131218	121.455	2.026	119.429	1
20131219	116.010	-4.055	120.065	1
20131220	110.590	-10.137	120.727	1
20131221	105.203	-16.216	121.420	1
20131222	99.824	-22.292	122.117	1
20131223	94.437	-28.363	122.800	1
20131224	89.126	-34.426	123.552	1
20131225	83.945	-40.479	124.424	1
20131226	78.877	-46.521	125.398	1
20131227	73.956	-52.549	126.505	1
20131228	69.135	-58.562	127.696	1
20131229	64.374	-64.557	128.931	1
20131230	59.729	-70.534	130.262	1
20131231	55.205	-76.489	131.694	1
20140101	50.695	-82.421	133.117	1
20140102	46.137	-88.329	134.466	1
20140103	41.524	-94.209	135.733	1
20140104	36.800	-100.061	136.862	1
20140105	32.028	-105.883	137.911	1
20140106	27.246	-111.673	138.920	1
20140107	22.373	-117.429	139.802	1
20140108	17.390	-123.150	140.540	1
20140109	12.353	-128.834	141.186	1
20140110	7.275	-134.479	141.755	1
20140111	2.155	-140.086	142.241	1
20140112	-2.987	-145.652	142.665	1
20140113	-8.226	-151.176	142.950	1
20140114	-13.615	-156.657	143.041	1
20140115	-19.121	-162.093	142.972	1
20140116	-24.758	-167.484	142.726	1
20140117	-30.415	-172.828	142.413	1
20140118	-35.995	-178.124	142.129	1
20140119	-41.532	-183.370	141.838	1
20140120	-46.981	-188.565	141.583	1
20140121	-52.374	-193.707	141.333	1
20140122	-57.742	-198.795	141.053	1
20140123	-63.006	-203.828	140.823	1
20140124	-68.137	-208.805	140.668	1
20140125	-73.259	-213.723	140.464	1
20140126	-78.439	-218.581	140.142	1
20140127	-83.659	-223.378	139.719	1
20140128	-88.968	-228.112	139.144	1
20140129	-94.266	-232.782	138.516	1
20140130	-99.479	-237.387	137.908	1
20140131	-104.687	-241.924	137.237	1
20140201	-109.886	-246.392	136.506	1
20140202	-115.205	-250.790	135.585	1
20140203	-120.770	-255.118	134.348	1
20140204	-126.552	-259.374	132.823	1
20140205	-132.607	-263.559	130.952	1
20140206	-138.930	-267.670	128.740	1
20140207	-145.507	-271.707	126.200	1
20140208	-152.439	-275.671	123.232	1
20140209	-159.774	-279.559	119.785	1
20140210	-167.373	-283.372	115.999	1
20140211	-175.164	-287.110	111.946	1
20140212	-183.188	-290.771	107.583	1
20140213	-191.402	-294.356	102.953	1
20140214	-199.941	-297.864	97.923	1
20140215	-208.912	-301.295	92.383	1
20140216	-218.232	-304.649	86.417	1
20140217	-227.920	-307.927	80.007	1
20140218	-237.601	-311.127	73.526	0
20140219	-246.953	-314.247	67.294	0
20140220	-256.037	-317.287	61.250	0
20140221	-264.675	-320.245	55.570	0
20140222	-272.965	-323.120	50.156	0
20140223	-280.992	-325.911	44.919	0
20140224	-288.462	-328.616	40.153	0
20140225	-295.265	-331.233	35.967	0
20140226	-301.759	-333.760	32.001	0
20140227	-308.119	-336.198	28.080	0
20140228	-314.266	-338.545	24.280	0
20140301	-320.325	-340.801	20.476	0
20140302	-325.942	-342.963	17.021	0
20140303	-330.844	-345.030	14.186	0
20140304	-335.254	-347.001	11.747	0
20140305	-339.123	-348.874	9.750	0
20140306	-342.716	-350.648	7.931	0
20140307	-346.316	-352.322	6.007	0
20140308	-349.786	-353.898	4.112	0
20140309	-353.215	-355.373	2.158	0
20140310	-356.580	-356.747	0.168	0
20140311	-359.816	-358.021	-1.795	0
20140312	-363.115	-359.193	-3.922	0
20140313	-366.561	-360.264	-6.297	0
20140314	-369.742	-361.234	-8.508	0
20140315	-372.412	-362.100	-10.313	0
20140316	-374.641	-362.861	-11.780	0
20140317	-376.266	-363.516	-12.750	0
20140318	-377.572	-364.064	-13.507	0
20140319	-378.780	-364.506	-14.274	0
20140320	-379.621	-364.839	-14.782	0
20140321	-380.086	-365.062	-15.024	0
20140322	-380.334	-365.177	-15.158	0
20140323	-380.395	-365.180	-15.215	0
20140324	-380.333	-365.074	-15.260	0
20140325	-380.246	-364.856	-15.390	0
20140326	-379.956	-364.527	-15.429	0
20140327	-379.368	-364.086	-15.282	0
20140328	-378.605	-363.532	-15.073	0
20140329	-377.660	-362.866	-14.794	0
20140330	-376.558	-362.088	-14.470	0
20140331	-375.356	-361.198	-14.159	0
20140401	-374.012	-360.197	-13.816	0
20140402	-372.524	-359.085	-13.439	0
20140403	-370.951	-357.864	-13.087	0
20140404	-369.318	-356.534	-12.784	0
20140405	-367.636	-355.096	-12.540	0
20140406	-365.933	-353.552	-12.381	0
20140407	-364.185	-351.901	-12.284	0
20140408	-362.378	-350.145	-12.233	0
20140409	-360.548	-348.285	-12.263	0
20140410	-358.702	-346.321	-12.381	0
20140411	-356.870	-344.255	-12.615	0
20140412	-355.086	-342.088	-12.997	0
20140413	-353.348	-339.823	-13.525	0
20140414	-351.671	-337.460	-14.211	0
20140415	-350.097	-335.000	-15.097	0
20140416	-348.657	-332.445	-16.211	0
20140417	-347.372	-329.798	-17.574	0
20140418	-346.273	-327.058	-19.215	0
20140419	-345.367	-324.229	-21.138	0
20140420	-344.665	-321.312	-23.353	0
20140421	-344.204	-318.308	-25.896	0
20140422	-344.010	-315.220	-28.790	0
20140423	-343.801	-312.049	-31.752	0
20140424	-343.375	-308.798	-34.577	0
20140425	-342.757	-305.467	-37.291	0
20140426	-341.818	-302.058	-39.759	0
20140427	-340.683	-298.573	-42.110	0
20140428	-339.451	-295.014	-44.437	0
20140429	-337.904	-291.381	-46.523	0
20140430	-335.987	-287.676	-48.312	0
20140501	-333.939	-283.897	-50.042	0
20140502	-331.871	-280.047	-51.824	0
20140503	-329.758	-276.123	-53.634	0
20140504	-327.696	-272.127	-55.569	0
20140505	-325.453	-268.059	-57.394	0
20140506	-322.855	-263.917	-58.938	0
20140507	-320.063	-259.701	-60.362	0
20140508	-317.052	-255.411	-61.640	0
20140509	-313.890	-251.047	-62.843	0
20140510	-310.686	-246.609	-64.077	0
20140511	-307.360	-242.097	-65.263	0
20140512	-303.920	-237.512	-66.408	0
20140513	-300.397	-232.852	-67.544	0
20140514	-296.784	-228.117	-68.667	0
20140515	-293.125	-223.306	-69.819	0
20140516	-289.450	-218.420	-71.030	0
20140517	-285.586	-213.462	-72.124	0
20140518	-281.419	-208.434	-72.985	0
20140519	-276.980	-203.339	-73.641	0
20140520	-272.203	-198.179	-74.024	0
20140521	-267.180	-192.956	-74.224	0
20140522	-261.987	-187.673	-74.314	0
20140523	-256.510	-182.334	-74.175	0
20140524	-250.733	-176.942	-73.791	0
20140525	-244.814	-171.497	-73.317	0
20140526	-238.832	-166.001	-72.832	0
20140527	-232.799	-160.455	-72.344	0
20140528	-226.791	-154.862	-71.929	0
20140529	-220.698	-149.226	-71.472	0
20140530	-214.446	-143.549	-70.897	0
20140531	-208.154	-137.836	-70.319	0
20140601	-201.835	-132.085	-69.749	0
20140602	-195.415	-126.298	-69.117	0
20140603	-188.876	-120.473	-68.404	0
20140604	-182.208	-114.609	-67.600	0
20140605	-175.374	-108.704	-66.669	0
20140606	-168.471	-102.759	-65.711	0
20140607	-161.561	-96.772	-64.790	0
20140608	-154.594	-90.738	-63.855	0
20140609	-147.582	-84.659	-62.923	0
20140610	-140.659	-78.536	-62.124	0
20140611	-133.909	-72.368	-61.541	0
20140612	-127.363	-66.157	-61.206	0
20140613	-121.106	-59.905	-61.201	0
20140614	-115.081	-53.607	-61.474	0
20140615	-109.263	-47.265	-61.998	0
20140616	-103.766	-40.877	-62.889	0
20140617	-98.629	-34.446	-64.184	0
20140618	-93.803	-27.976	-65.827	0
20140619	-89.285	-21.473	-67.813	0
20140620	-85.100	-14.940	-70.159	0
20140621	-81.239	-8.385	-72.854	0
20140622	-77.817	-1.810	-76.007	0
20140623	-74.921	4.776	-79.697	0
20140624	-72.527	11.366	-83.894	1
20140625	-70.676	17.955	-88.631	1
20140626	-68.972	24.540	-93.512	1
20140627	-67.097	31.120	-98.216	1
20140628	-65.121	37.691	-102.813	1
20140629	-62.869	44.251	-107.120	1
20140630	-60.485	50.793	-111.277	1
20140701	-58.094	57.312	-115.405	1
20140702	-55.394	63.803	-119.197	1
20140703	-52.296	70.264	-122.559	1
20140704	-49.174	76.694	-125.868	1
20140705	-46.215	83.092	-129.307	1
20140706	-43.369	89.456	-132.825	1
20140707	-40.783	95.784	-136.566	1
20140708	-38.110	102.075	-140.185	1
20140709	-35.093	108.331	-143.424	1
20140710	-31.977	114.552	-146.529	1
20140711	-28.733	120.735	-149.468	1
20140712	-25.163	126.879	-152.041	1
20140713	-21.201	132.979	-154.180	1
20140714	-16.738	139.032	-155.770	1
20140715	-11.634	145.037	-156.671	1
20140716	-6.035	150.994	-157.029	1
20140717	-0.002	156.902	-156.903	1
20140718	6.639	162.759	-156.120	1
20140719	13.921	168.564	-154.643	1
20140720	21.894	174.316	-152.423	1
20140721	30.648	180.016	-149.368	1
20140722	40.184	185.662	-145.479	1
20140723	50.536	191.255	-140.719	1
20140724	61.824	196.793	-134.969	1
20140725	74.128	202.275	-128.147	1
20140726	87.493	207.701	-120.208	1
20140727	101.995	213.072	-111.077	1
20140728	116.405	218.386	-101.980	1
20140729	129.789	223.640	-93.851	1
20140730	142.259	228.832	-86.573	1
20140731	153.228	233.958	-80.730	1
20140801	163.155	239.014	-75.859	0
20140802	172.397	243.999	-71.603	0
20140803	180.001	248.909	-68.909	0
20140804	185.670	253.740	-68.070	0
20140805	190.393	258.489	-68.096	0
20140806	194.606	263.154	-68.548	0
20140807	198.144	267.734	-69.590	0
20140808	201.368	272.228	-70.860	0
20140809	203.233	276.634	-73.402	0
20140810	202.956	280.948	-77.992	0
20140811	201.165	285.167	-84.002	1
20140812	197.704	289.289	-91.585	1
20140813	193.824	293.313	-99.489	1
20140814	190.708	297.241	-106.533	1
20140815	187.943	301.075	-113.132	1
20140816	186.027	304.816	-118.790	1
20140817	184.731	308.468	-123.737	1
20140818	183.751	312.032	-128.281	1
20140819	184.018	315.511	-131.493	1
20140820	185.903	318.908	-133.005	1
20140821	187.890	322.222	-134.332	1
20140822	189.149	325.448	-136.299	1
20140823	189.955	328.585	-138.631	1
20140824	189.736	331.629	-141.892	1
20140825	189.719	334.578	-144.858	1
20140826	190.851	337.432	-146.581	1
20140827	192.156	340.188	-148.032	1
20140828	193.697	342.847	-149.150	1
20140829	195.291	345.406	-150.115	1
20140830	196.458	347.865	-151.408	1
20140831	197.567	350.224	-152.657	1
20140901	198.637	352.480	-153.843	1
20140902	199.339	354.630	-155.290	1
20140903	199.586	356.671	-157.085	1
20140904	199.255	358.601	-159.345	1
20140905	198.162	360.416	-162.255	1
20140906	197.105	362.118	-165.013	1
20140907	196.642	363.707	-167.065	1
20140908	196.542	365.183	-168.641	1
20140909	197.085	366.548	-169.464	1
20140910	197.844	367.803	-169.959	1
20140911	198.441	368.946	-170.506	1
20140912	199.379	369.981	-170.602	1
20140913	200.713	370.907	-170.194	1
20140914	202.026	371.722	-169.696	1
20140915	203.178	372.425	-169.247	1
20140916	204.100	373.014	-168.913	1
20140917	204.580	373.486	-168.906	1
20140918	205.001	373.842	-168.842	1
20140919	205.600	374.082	-168.483	1
20140920	206.079	374.204	-168.125	1
20140921	206.447	374.208	-167.761	1
20140922	206.757	374.095	-167.338	1
20140923	206.953	373.865	-166.912	1
20140924	207.124	373.520	-166.395	1
20140925	207.327	373.061	-165.733	1
20140926	207.392	372.487	-165.096	1
20140927	207.233	371.800	-164.567	1
20140928	206.907	371.001	-164.094	1
20140929	206.373	370.090	-163.717	1
20140930	205.881	369.068	-163.187	1
20141001	205.637	367.938	-162.300	1
20141002	205.570	366.699	-161.129	1
20141003	205.775	365.355	-159.580	1
20141004	206.183	363.908	-157.725	1
20141005	206.723	362.361	-155.638	1
20141006	207.564	360.715	-153.151	1
20141007	208.762	358.972	-150.210	1
20141008	210.102	357.133	-147.031	1
20141009	211.478	355.198	-143.719	1
20141010	212.920	353.166	-140.246	1
20141011	214.346	351.039	-136.693	1
20141012	215.947	348.816	-132.870	1
20141013	217.865	346.499	-128.635	1
20141014	219.961	344.088	-124.126	1
20141015	222.252	341.583	-119.331	1
20141016	224.451	338.985	-114.534	1
20141017	226.293	336.296	-110.003	1
20141018	227.842	333.516	-105.674	1
20141019	228.972	330.647	-101.675	1
20141020	229.717	327.686	-97.968	1
20141021	230.126	324.634	-94.508	1
20141022	229.978	321.492	-91.514	1
20141023	229.173	318.259	-89.086	1
20141024	228.011	314.935	-86.924	1
20141025	226.643	311.521	-84.878	1
20141026	224.990	308.017	-83.027	1
20141027	223.152	304.425	-81.273	1
20141028	220.841	300.745	-79.903	0
20141029	217.835	296.976	-79.142	0
20141030	214.313	293.120	-78.808	0
20141031	210.236	289.177	-78.940	0
20141101	205.989	285.146	-79.157	0
20141102	201.933	281.029	-79.096	0
20141103	197.954	276.827	-78.873	0
20141104	194.213	272.541	-78.329	0
20141105	190.635	268.173	-77.537	0
20141106	187.131	263.722	-76.591	0
20141107	183.994	259.192	-75.198	0
20141108	181.340	254.584	-73.244	0
20141109	178.708	249.900	-71.192	0
20141110	175.847	245.142	-69.295	0
20141111	172.844	240.310	-67.466	0
20141112	169.528	235.408	-65.880	0
20141113	166.284	230.436	-64.152	0
20141114	163.409	225.397	-61.988	0
20141115	160.607	220.294	-59.686	0
20141116	157.905	215.128	-57.223	0
20141117	155.134	209.901	-54.767	0
20141118	152.061	204.614	-52.553	0
20141119	148.811	199.270	-50.459	0
20141120	145.334	193.868	-48.534	0
20141121	141.571	188.411	-46.840	0
20141122	137.527	182.902	-45.375	0
20141123	133.078	177.340	-44.262	0
20141124	128.139	171.728	-43.589	0
20141125	123.047	166.066	-43.019	0
20141126	118.012	160.357	-42.344	0
20141127	112.951	154.601	-41.651	0
20141128	107.980	148.802	-40.822	0
20141129	102.874	142.961	-40.087	0
20141130	97.444	137.078	-39.634	0
20141201	91.902	131.154	-39.252	0
20141202	86.252	125.193	-38.941	0
20141203	80.623	119.195	-38.572	0
20141204	75.190	113.164	-37.974	0
20141205	69.891	107.102	-37.211	0
20141206	64.782	101.012	-36.230	0
20141207	59.915	94.895	-34.981	0
20141208	55.304	88.755	-33.451	0
20141209	51.059	82.594	-31.535	0
20141210	47.257	76.415	-29.157	0
20141211	43.676	70.220	-26.543	0
20141212	40.184	64.010	-23.827	0
20141213	36.860	57.789	-20.929	0
20141214	33.640	51.557	-17.917	0
20141215	30.709	45.317	-14.608	0
20141216	28.227	39.072	-10.845	0
20141217	26.061	32.824	-6.763	0
20141218	24.234	26.575	-2.341	0
20141219	22.462	20.327	2.135	0
20141220	20.480	14.082	6.399	0
20141221	18.361	7.840	10.522	0
20141222	15.982	1.603	14.379	0
20141223	13.395	-4.628	18.023	0
20141224	10.660	-10.852	21.512	0
20141225	7.556	-17.068	24.625	0
20141226	3.994	-23.275	27.269	0
20141227	0.311	-29.472	29.783	0
20141228	-3.311	-35.657	32.346	0
20141229	-6.940	-41.827	34.887	0
20141230	-10.455	-47.981	37.526	0
20141231	-14.148	-54.117	39.969	0
20150101	-18.246	-60.234	41.988	0
20150102	-22.534	-66.331	43.797	0
20150103	-27.037	-72.406	45.369	0
20150104	-31.544	-78.458	46.915	0
20150105	-35.813	-84.485	48.672	0
20150106	-39.947	-90.485	50.538	0
20150107	-43.867	-96.457	52.590	0
20150108	-47.563	-102.398	54.835	0
20150109	-51.067	-108.306	57.239	0
20150110	-54.217	-114.179	59.962	0
20150111	-56.932	-120.015	63.083	0
20150112	-59.535	-125.812	66.277	0
20150113	-62.218	-131.568	69.350	0
20150114	-64.906	-137.281	72.374	0
20150115	-67.717	-142.949	75.233	0
20150116	-70.405	-148.572	78.167	0
20150117	-72.777	-154.146	81.369	1
20150118	-75.038	-159.669	84.631	1
20150119	-77.180	-165.140	87.960	1
20150120	-79.236	-170.557	91.321	1
20150121	-81.303	-175.918	94.614	1
20150122	-83.311	-181.220	97.910	1
20150123	-85.255	-186.464	101.208	1
20150124	-87.212	-191.646	104.434	1
20150125	-89.204	-196.765	107.560	1
20150126	-91.258	-201.819	110.561	1
20150127	-93.415	-206.807	113.392	1
20150128	-95.512	-211.729	116.216	1
20150129	-97.436	-216.582	119.146	1
20150130	-99.238	-221.366	122.127	1
20150131	-100.866	-226.079	125.213	1
20150201	-102.410	-230.721	128.310	1
20150202	-103.955	-235.290	131.336	1
20150203	-105.398	-239.787	134.389	1
20150204	-106.733	-244.209	137.476	1
20150205	-108.013	-248.556	140.543	1
20150206	-109.243	-252.827	143.584	1
20150207	-110.442	-257.020	146.577	1
20150208	-111.641	-261.135	149.494	1
20150209	-112.776	-265.171	152.396	1
20150210	-113.810	-269.128	155.319	1
20150211	-114.781	-273.005	158.225	1
20150212	-115.681	-276.801	161.120	1
20150213	-116.533	-280.515	163.982	1
20150214	-117.364	-284.145	166.781	1
20150215	-118.155	-287.691	169.537	1
20150216	-118.908	-291.152	172.244	1
20150217	-119.632	-294.526	174.895	1
20150218	-120.323	-297.813	177.490	1
20150219	-120.995	-301.011	180.017	1
20150220	-121.654	-304.120	182.466	1
20150221	-122.299	-307.139	184.840	1
20150222	-122.934	-310.067	187.132	1
20150223	-123.567	-312.904	189.337	1
20150224	-124.201	-315.649	191.449	1
20150225	-124.845	-318.303	193.458	1
20150226	-125.509	-320.863	195.354	1
20150227	-126.198	-323.331	197.133	1
20150228	-126.917	-325.704	198.787	1
20150301	-127.665	-327.982	200.317	1
20150302	-128.443	-330.165	201.722	1
20150303	-129.258	-332.251	202.992	1
20150304	-130.115	-334.239	204.124	1
20150305	-131.023	-336.129	205.106	1
20150306	-131.994	-337.920	205.926	1
20150307	-133.029	-339.611	206.582	1
20150308	-134.134	-341.202	207.068	1
20150309	-135.231	-342.691	207.459	1
20150310	-136.261	-344.077	207.816	1
20150311	-137.232	-345.360	208.128	1
20150312	-138.109	-346.539	208.430	1
20150313	-138.922	-347.612	208.690	1
20150314	-139.696	-348.578	208.881	1
20150315	-140.371	-349.435	209.064	1
20150316	-140.929	-350.184	209.256	1
20150317	-141.441	-350.825	209.384	1
20150318	-141.941	-351.357	209.416	1
20150319	-142.419	-351.781	209.361	1
20150320	-142.904	-352.097	209.192	1
20150321	-143.327	-352.305	208.977	1
20150322	-143.638	-352.405	208.768	1
20150323	-143.881	-352.399	208.517	1
20150324	-144.052	-352.285	208.234	1
20150325	-144.316	-352.065	207.749	1
20150326	-144.821	-351.739	206.918	1
20150327	-145.539	-351.307	205.767	1
20150328	-146.549	-350.769	204.219	1
20150329	-147.815	-350.127	202.312	1
20150330	-149.303	-349.383	200.080	1
20150331	-151.142	-348.537	197.395	1
20150401	-153.387	-347.591	194.204	1
20150402	-155.879	-346.545	190.666	1
20150403	-158.544	-345.401	186.857	1
20150404	-161.420	-344.160	182.741	1
20150405	-164.453	-342.823	178.370	1
20150406	-167.804	-341.392	173.588	1
20150407	-171.593	-339.868	168.275	1
20150408	-175.726	-338.252	162.526	1
20150409	-180.225	-336.546	156.322	1
20150410	-184.761	-334.752	149.992	1
20150411	-189.045	-332.871	143.826	1
20150412	-193.144	-330.904	137.759	1
20150413	-196.909	-328.851	131.942	1
20150414	-200.419	-326.713	126.295	1
20150415	-203.750	-324.493	120.743	1
20150416	-206.649	-322.191	115.542	1
20150417	-209.017	-319.806	110.789	1
20150418	-211.191	-317.340	106.149	1
20150419	-213.339	-314.793	101.454	1
20150420	-215.394	-312.165	96.772	1
20150421	-217.474	-309.458	91.984	1
20150422	-219.265	-306.671	87.406	1
20150423	-220.525	-303.804	83.279	1
20150424	-221.467	-300.858	79.391	0
20150425	-222.053	-297.833	75.780	0
20150426	-222.406	-294.729	72.323	0
20150427	-222.697	-291.548	68.851	0
20150428	-222.812	-288.291	65.479	0
